formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,e_form,eform oxygen,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
EuPaO3,Eu,Pa,5.962,6.2,8.591,90,90,90,4.657,orthorhombic,15.877,0.2,-3.341,5.807,-0.123,Eu1 Pa1 O3,8,91,83,35.6,33.12,8,18,87,69,60.8,31.44,87,15.9994,231.03586,215.03646,86.199612,84.2402544,15.9994,54.8,1845,1790.2,620.88,679.296,54.8,3,16,13,10.8,6.24,16,2,7,5,3.8,2.16,2,66,200,134,119.2,63.84,66,1.185,3.44,2.255,2.601,1.0068,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,7,7,1.8,2.16,0,5,9,4,6.4,1.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,12,12,3.8,4.56,0,2,21,19,6.8,5.76,2,9.105,36.46,27.355,17.791,10.4232,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,80.8,82.56,12,Eu3+1 Pa3+1 O2-3,-2,3,5,3.273268354
AlLaO3,Al,La,5.461,5.529,9.137,90,90,90,3.69,orthorhombic,13.793,0,-3.335,-6.662,0.226,Al1 La1 O3,8,57,49,18.8,15.28,8,13,87,74,69.4,22.56,87,15.9994,138.90547,122.90607,42.77704172,38.45137131,15.9994,54.8,1193,1138.2,458.174,484.0488,54.8,3,16,13,12.8,3.92,16,2,6,4,3,1.2,2,66,207,141,105.2,47.04,66,1.1,3.44,2.34,2.606,1.0008,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,6,3,4.8,1.44,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2.4,2,9.105,36.8975,27.7925,16.1385,8.4402,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Al3+1 La3+1 O2-3,-2,3,5,3.273268354
NdZrO3,Nd,Zr,5.643,6.144,7.858,90,90,90,0,orthorhombic,13.622,0.139,-3.332,4.658,0.155,Nd1 Zr1 O3,8,60,52,24.8,20.16,8,19,87,68,64.8,26.64,87,15.9994,144.242,128.2426,56.69284,48.832128,15.9994,54.8,2128,2073.2,717.28,794.976,54.8,3,16,13,11,6,16,2,6,4,3.4,1.68,2,66,201,135,114.8,58.56,66,1.14,3.44,2.3,2.558,1.0584,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,4,4,0.8,1.28,0,4,6,2,5.6,0.64,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,10,10,2,3.2,0,2,10,8,4.8,3.36,2,9.105,34.81,25.705,17.064,9.5508,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Nd3+1 Zr3+1 O2-3,-2,3,5,3.273268354
SrPuO3,Sr,Pu,5.979,6.147,8.57,90,90,90,1.949,orthorhombic,15.748,0.8,-3.33,3.783,-0.179,Sr1 Pu1 O3,8,94,86,31.2,27.84,8,8,87,79,58.6,34.08,87,15.9994,244,228.0006,75.92364,71.909088,15.9994,54.8,1050,995.2,425.48,444.816,54.8,2,16,14,10.6,6.48,16,2,7,5,3.6,1.92,2,66,195,129,116,60,66,0.95,3.44,2.49,2.51,1.116,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,6,6,1.2,1.92,0,2,8,6,5.6,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,0,8,8,2.8,2.08,2,9.105,54.23,45.125,19.925,13.722,9.105,0,0,0,0,0,0,0,0.318003638,0.318003638,0.063600728,0.101761164,0,11,225,214,54.4,68.24,12,Sr2+1 Pu4+1 O2-3,-2,4,6,3.380617019
USrO3,U,Sr,5.809,5.967,9.651,90,90,90,1.939,orthorhombic,16.725,0.4,-3.326,-7.732,0.161,U1 Sr1 O3,8,92,84,30.8,27.36,8,8,87,79,57.8,35.04,87,15.9994,238.02891,222.02951,74.729422,70.4760264,15.9994,54.8,1408,1353.2,524.48,563.616,54.8,2,16,14,10.6,6.48,16,2,7,5,3.6,1.92,2,66,196,130,117.8,62.16,66,0.95,3.44,2.49,2.53,1.092,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,3,3,0.6,0.96,0,2,6,4,5.2,1.28,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,11,11,2.2,3.52,0,0,20,20,5.2,5.92,2,9.105,54.23,45.125,20.314,13.5664,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,64.8,64.08,12,U4+1 Sr2+1 O2-3,-2,4,6,3.380617019
TbTiO3,Tb,Ti,5.318,5.678,7.652,90,90,90,0,orthorhombic,11.554,0.2,-3.326,4.797,0.015,Tb1 Ti1 O3,8,65,57,22.2,17.12,8,29,87,58,66.6,24.48,87,15.9994,158.92535,142.92595,50.95811,43.186896,15.9994,54.8,1941,1886.2,746.88,830.496,54.8,3,16,13,11,6,16,2,6,4,3.2,1.44,2,66,194,128,110.4,53.28,66,1.21,3.44,2.23,2.614,0.9912,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,9,9,1.8,2.88,0,4,11,7,6.6,1.76,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,5,5,1,1.6,0,2,8,6,3.8,2.16,2,9.105,31.73666667,22.63166667,15.14833333,7.252,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,194,182,84.8,87.36,12,Tb3+1 Ti3+1 O2-3,-2,3,5,3.273268354
HfSrO3,Hf,Sr,5.787,5.903,9.284,90,90,90,3.16,orthorhombic,15.858,0,-3.325,-12.667,0.328,Hf1 Sr1 O3,8,72,64,26.8,22.56,8,8,87,79,62.8,29.04,87,15.9994,178.49,162.4906,62.82164,56.186688,15.9994,54.8,2506,2451.2,744.08,827.136,54.8,2,16,14,10.8,6.24,16,2,6,4,3.4,1.68,2,66,195,129,113.6,57.12,66,0.95,3.44,2.49,2.514,1.1112,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,14,14,2.8,4.48,0,2,18,16,7.6,4.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,9.105,54.23,45.125,20.749,13.9728,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Hf4+1 Sr2+1 O2-3,-2,4,6,3.380617019
AlYO3,Al,Y,6.003,6.003,6.003,54.1,54.1,54.1,3.81,rhombohedral,13.18,0,-3.324,-6.49,0.236,Al1 Y1 O3,8,39,31,15.2,9.52,8,12,87,75,69.2,22.88,87,15.9994,88.90585,72.90645,32.77711772,22.45149291,15.9994,54.8,1799,1744.2,579.374,629.4888,54.8,3,16,13,12.8,3.92,16,2,5,3,2.8,0.96,2,66,190,124,101.8,42.96,66,1.22,3.44,2.22,2.63,0.972,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,6,3,4.8,1.44,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2.4,2,9.105,32.365,23.26,15.232,7.3524,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Al3+1 Y3+1 O2-3,-2,3,5,3.273268354
PrZrO3,Pr,Zr,5.681,6.093,8.031,90,90,90,0,orthorhombic,13.899,0.167,-3.32,4.757,0.152,Pr1 Zr1 O3,8,59,51,24.6,19.92,8,17,87,70,64.4,27.12,87,15.9994,140.90765,124.90825,56.02597,48.031884,15.9994,54.8,2128,2073.2,699.28,773.376,54.8,3,16,13,11,6,16,2,6,4,3.4,1.68,2,66,203,137,115.2,59.04,66,1.13,3.44,2.31,2.556,1.0608,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,3,3,0.6,0.96,0,4,6,2,5.4,0.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,11,11,2.2,3.52,0,2,11,9,5,3.6,2,9.105,35.675,26.57,17.237,9.7584,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Pr3+1 Zr3+1 O2-3,-2,3,5,3.273268354
TiYbO3,Ti,Yb,5.393,5.51,8.596,90,90,90,2.612,orthorhombic,12.773,0,-3.319,-8.194,0.21,Ti1 Yb1 O3,8,70,62,23.2,18.72,8,39,87,48,68.6,22.08,87,15.9994,173.054,157.0546,53.78384,47.708064,15.9994,54.8,1941,1886.2,639.48,701.616,54.8,3,16,13,11,6,16,2,6,4,3.2,1.44,2,66,187,121,109,51.6,66,1.26,3.44,2.18,2.624,0.9792,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,14,14,2.8,4.48,0,4,16,12,7.6,3.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,9.105,34.12,25.015,15.625,7.824,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,225,213,91,94.8,12,Ti4+1 Yb2+1 O2-3,-2,4,6,3.380617019
AlGdO3,Al,Gd,6.086,6.086,6.086,53.8,53.8,53.8,3.807,rhombohedral,13.622,0,-3.316,-6.621,0.253,Al1 Gd1 O3,8,64,56,20.2,17.52,8,27,87,60,72.2,18.08,87,15.9994,157.25,141.2506,46.44594772,44.32162091,15.9994,54.8,1586,1531.2,536.774,578.3688,54.8,3,16,13,12.8,3.92,16,2,6,4,3,1.2,2,66,196,130,103,44.4,66,1.2,3.44,2.24,2.626,0.9768,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,1,1,0.2,0.32,0,0,7,7,1.4,2.24,0,3,10,7,6.2,1.52,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,7,7,1.4,2.24,0,2,16,14,5.4,4.24,2,9.105,32.05,22.945,15.169,7.2768,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Al3+1 Gd3+1 O2-3,-2,3,5,3.273268354
EuTaO3,Eu,Ta,5.561,5.643,7.948,90,90,90,0,orthorhombic,12.47,0,-3.311,5.762,0.037,Eu1 Ta1 O3,8,73,65,32,28.8,8,25,87,62,66.8,24.24,87,15.9994,180.94788,164.94848,76.182016,72.2191392,15.9994,54.8,3290,3235.2,909.88,1026.096,54.8,3,16,13,11.2,5.76,16,2,6,4,3.6,1.92,2,66,198,132,113.2,56.64,66,1.185,3.44,2.255,2.601,1.0068,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.6,0.96,0,0,14,14,4.2,5.04,0,6,19,13,9.2,3.92,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,7,7,1.4,2.24,0,2,7,5,4,2.4,2,9.105,36.46,27.355,16.379,8.7288,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12,Eu2+1 Ta4+1 O2-3,-2,4,6,3.380617019
NpZrO3,Np,Zr,5.662,6.14,7.851,90,90,90,0,orthorhombic,13.646,0.681,-3.311,4.437,0.073,Np1 Zr1 O3,8,93,85,31.4,28.08,8,22,87,65,65.4,25.92,87,15.9994,237,221.0006,75.24444,71.094048,15.9994,54.8,2128,2073.2,641.88,704.496,54.8,3,16,13,11,6,16,2,7,5,3.6,1.92,2,66,190,124,112.6,55.92,66,1.33,3.44,2.11,2.602,1.0056,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.6,0.72,0,0,4,4,0.8,1.28,0,4,7,3,5.8,0.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.4,4.08,0,0,10,10,2,3.2,0,2,19,17,6.6,5.52,2,9.105,23.195,14.09,13.79275,5.6253,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,58.4,55.68,12,Np3+1 Zr3+1 O2-3,-2,3,5,3.273268354
TbHfO3,Tb,Hf,5.474,6.064,7.538,90,90,90,0,orthorhombic,12.51,0.003,-3.308,4.589,0.2,Tb1 Hf1 O3,8,72,64,32.2,29.04,8,29,87,58,67,24,87,15.9994,178.49,162.4906,77.08271,73.299972,15.9994,54.8,2506,2451.2,859.88,966.096,54.8,3,16,13,11,6,16,2,6,4,3.6,1.92,2,66,194,128,113.4,56.88,66,1.21,3.44,2.23,2.566,1.0488,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,14,14,4.6,5.52,0,6,18,12,9.4,4.08,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,5,5,1,1.6,0,2,8,6,3.8,2.16,2,9.105,31.73666667,22.63166667,16.25033333,8.5744,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Tb0+1 Hf0+1 O0+3,0,0,0,0
YbPaO3,Yb,Pa,5.85,6.086,8.497,90,90,90,2.527,orthorhombic,15.125,0.2,-3.308,5.2,-0.045,Yb1 Pa1 O3,8,91,83,37,34.8,8,18,87,69,63.6,28.08,87,15.9994,231.03586,215.03646,90.417612,89.3018544,15.9994,54.8,1845,1790.2,620.28,678.576,54.8,3,16,13,10.8,6.24,16,2,7,5,3.8,2.16,2,66,200,134,117,61.2,66,1.26,3.44,2.18,2.616,0.9888,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,14,14,3.2,4.32,0,5,16,11,7.8,3.28,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,12,12,2.4,3.84,0,0,21,21,5.4,6.24,2,9.105,34.12,25.015,17.323,9.8616,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,80,81.6,12,Yb3+1 Pa3+1 O2-3,-2,3,5,3.273268354
AlPuO3,Al,Pu,5.412,5.435,9.086,90,90,90,1.93,orthorhombic,13.362,1,-3.306,-2.763,0.216,Al1 Pu1 O3,8,94,86,26.2,27.12,8,24,87,63,71.6,19.04,87,15.9994,244,228.0006,63.79594772,72.08162091,15.9994,54.8,933.47,878.67,402.174,416.8488,54.8,3,16,13,12.8,3.92,16,2,7,5,3.2,1.52,2,66,187,121,101.2,42.24,66,1.28,3.44,2.16,2.642,0.9576,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,0,0,0,0,0,0,6,6,1.2,1.92,0,3,8,5,5.8,1.12,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,2,8,6,3.8,2.16,2,9.105,18.08,8.975,12.375,3.924,9.105,0,0,0,0,0,0,0,0.318003638,0.318003638,0.063600728,0.101761164,0,11,225,214,54.4,68.24,12,Al3+1 Pu3+1 O2-3,-2,3,5,3.273268354
CeZrO3,Ce,Zr,5.746,6.041,8.174,90,90,90,0,orthorhombic,14.185,0.018,-3.305,4.869,0.147,Ce1 Zr1 O3,8,58,50,24.4,19.68,8,15,87,72,64,27.6,87,15.9994,140.116,124.1166,55.86764,47.841888,15.9994,54.8,2128,2073.2,672.68,741.456,54.8,3,16,13,11,6,16,2,6,4,3.4,1.68,2,66,204,138,115.4,59.28,66,1.12,3.44,2.32,2.554,1.0632,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.6,0.72,0,0,1,1,0.2,0.32,0,4,6,2,5.2,0.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.4,4.08,0,0,13,13,2.6,4.16,0,2,22,20,7.2,6.24,2,9.105,37.24,28.135,17.55,10.134,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Ce3+1 Zr3+1 O2-3,-2,3,5,3.273268354
AlAcO3,Al,Ac,5.553,5.62,9.501,90,90,90,3.118,orthorhombic,14.825,0,-3.304,-5.958,0.228,Al1 Ac1 O3,8,89,81,25.2,25.52,8,14,87,73,69.6,22.24,87,15.9994,227,211.0006,60.39594772,66.64162091,15.9994,54.8,1323,1268.2,484.174,515.2488,54.8,3,16,13,12.8,3.92,16,2,7,5,3.2,1.52,2,66,215,149,106.8,48.96,66,1.1,3.44,2.34,2.606,1.0008,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,6,3,4.8,1.44,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2.4,2,9.105,44.5125,35.4075,17.6615,10.7404,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Al3+1 Ac3+1 O2-3,-2,3,5,3.273268354
BaPuO3,Ba,Pu,6.197,6.197,6.197,60.5,60.5,60.5,2.12,rhombohedral,17.022,0.8,-3.3,4.205,0,Ba1 Pu1 O3,8,94,86,34.8,32.16,8,9,87,78,58.8,33.84,87,15.9994,244,228.0006,85.86504,83.838768,15.9994,54.8,1000,945.2,415.48,432.816,54.8,2,16,14,10.6,6.48,16,2,7,5,3.8,2.16,2,66,215,149,120,64.8,66,0.89,3.44,2.55,2.498,1.1304,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,6,6,1.2,1.92,0,2,8,6,5.6,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,0,8,8,2.8,2.08,2,9.105,63.59,54.485,21.797,16.7172,9.105,0,0,0,0,0,0,0,0.318003638,0.318003638,0.063600728,0.101761164,0,11,229,218,55.2,69.52,12,Ba2+1 Pu4+1 O2-3,-2,4,6,3.380617019
HoScO3,Ho,Sc,3.98,3.98,3.98,90,90,90,2.543,cubic,12.606,0,-3.293,5.011,0.551,Ho1 Sc1 O3,8,67,59,22.4,17.84,8,11,87,76,61,31.2,87,15.9994,164.93032,148.93092,51.5768864,45.34137344,15.9994,54.8,1814,1759.2,745.08,828.336,54.8,3,16,13,10.8,6.24,16,2,6,4,3.2,1.44,2,66,192,126,112,55.2,66,1.23,3.44,2.21,2.582,1.0296,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,11,11,2.2,3.52,0,3,13,10,6.8,2.48,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,3,3,0.6,0.96,0,2,9,7,3.6,2.16,2,9.105,30.73333333,21.62833333,16.05666667,8.342,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,84.8,87.36,12,Ho3+1 Sc3+1 O2-3,-2,3,5,3.273268354
TmVO3,Tm,V,5.245,5.632,7.558,90,90,90,1.382,orthorhombic,11.162,0.4,-3.293,3.816,-0.011,Tm1 V1 O3,8,69,61,23.2,18.32,8,37,87,50,68.8,21.84,87,15.9994,168.93421,152.93481,53.574782,46.1437712,15.9994,54.8,2183,2128.2,833.08,933.936,54.8,3,16,13,11.2,5.76,16,2,6,4,3.2,1.44,2,66,190,124,108.2,50.64,66,1.25,3.44,2.19,2.64,0.96,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.6,0.96,0,0,13,13,2.6,4.16,0,5,15,10,7.6,2.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,1,1,0.2,0.32,0,1,7,6,2.8,1.68,2,9.105,29.78,20.675,14.021,6.3036,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Tm3+1 V3+1 O2-3,-2,3,5,3.273268354
BaTiO3,Ba,Ti,3.987,3.987,4.099,90,90,90,1.68,tetragonal,13.029,0,-3.288,5.357,-0.03,Ba1 Ti1 O3,8,56,48,20.4,14.88,8,9,87,78,62.6,29.28,87,15.9994,137.327,121.3276,46.63844,36.766848,15.9994,54.8,1941,1886.2,621.08,679.536,54.8,2,16,14,10.8,6.24,16,2,6,4,3.2,1.44,2,66,215,149,114.6,58.32,66,0.89,3.44,2.55,2.55,1.068,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,9.105,63.59,54.485,21.519,16.8284,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,229,217,91.8,95.76,12,Ba2+1 Ti4+1 O2-3,-2,4,6,3.380617019
PmLuO3,Pm,Lu,4.169,4.169,4.169,90,90,90,2.163,cubic,14.49,0,-3.286,4.894,0.533,Pm1 Lu1 O3,8,71,63,31.2,27.84,8,21,87,66,64.6,26.88,87,15.9994,174.9668,158.9674,73.593,69.11232,15.9994,54.8,1936,1881.2,694.68,767.856,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,199,133,116.8,60.96,66,1.155,3.44,2.285,2.549,1.0692,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,14,14,3.8,4.56,0,6,17,11,8.4,3.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,9,9,1.8,2.88,0,2,9,7,4.8,3.36,2,9.105,33.8425,24.7375,18.0045,10.6794,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,194,182,84.8,87.36,12,Pm3+1 Lu3+1 O2-3,-2,3,5,3.273268354
SiEuO3,Si,Eu,4.56,5.029,10.372,90,90,90,3.915,orthorhombic,11.892,0,-3.284,-9.213,-0.081,Si1 Eu1 O3,8,63,55,20.2,17.12,8,25,87,62,72.8,19.12,87,15.9994,151.964,135.9646,45.60954,42.541784,15.9994,54.8,1687,1632.2,589.28,641.376,54.8,3,16,13,13,4,16,2,6,4,3,1.2,2,66,198,132,101.4,42.48,66,1.185,3.44,2.255,2.681,0.9108,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,7,7,1.4,2.24,0,4,9,5,6.2,1.12,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,7,7,1.4,2.24,0,2,7,5,3.4,1.68,2,9.105,36.46,27.355,16.843,9.2856,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,229,217,98.4,103.68,12,Si4+1 Eu2+1 O2-3,-2,4,6,3.380617019
