formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,e_form,eform oxygen,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
LiFeO3,Li,Fe,4.869,5.052,6.979,90,90,90,0,orthorhombic,8.583,0.6,-1.354,-0.831,0.196,Li1 Fe1 O3,3,26,23,10.6,6.16,8,1,87,86,63.4,28.32,87,6.941,55.845,48.904,22.15684,13.475264,15.9994,54.8,1811,1756.2,485.818,530.0728,54.8,1,16,15,11.4,5.52,16,2,4,2,2.4,0.64,2,66,132,66,91.6,30.72,66,0.98,3.44,2.46,2.626,0.9768,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,6,6,1.2,1.92,0,0,0,0,0,0,0,1,8,7,5.4,1.76,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,4,3,2.2,0.72,2,9.105,16.59333333,7.488333333,10.92766667,2.266266667,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,98.8,104.16,12,Li0+1 Fe0+1 O0+3,0,0,0,0
PtTiO3,Pt,Ti,3.859,3.859,3.859,90,90,90,0,cubic,11.491,0.4,-1.353,-0.195,0.83,Pt1 Ti1 O3,8,78,70,24.8,21.28,8,43,87,44,73.4,16.32,87,15.9994,195.084,179.0846,58.18984,54.757664,15.9994,54.8,2041.4,1986.6,829.36,929.472,54.8,4,16,12,12.4,4.32,16,2,6,4,3.2,1.44,2,66,160,94,98.8,39.36,66,1.54,3.44,1.9,2.828,0.7344,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,9,9,2.2,2.72,0,0,14,14,2.8,4.48,0,4,24,20,9.2,5.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,8,8,1.8,2.48,0,0,0,0,0,0,0,2,8,6,3.2,1.92,2,9.105,16.69,7.585,11.805,3.24,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,225,213,91,94.8,12,Pt2+1 Ti4+1 O2-3,-2,4,6,3.380617019
NbTbO3,Nb,Tb,4.276,4.276,4.276,90,90,90,0,cubic,15.634,0.401,-1.352,-6.862,1.721,Nb1 Tb1 O3,8,65,57,26,21.6,8,29,87,58,67.4,23.52,87,15.9994,158.92535,142.92595,59.965986,52.7599032,15.9994,54.8,2750,2695.2,908.68,1024.656,54.8,3,16,13,11.2,5.76,16,2,6,4,3.4,1.68,2,66,194,128,111.2,54.24,66,1.21,3.44,2.23,2.626,0.9768,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,4,4,0.8,1.28,0,0,9,9,1.8,2.88,0,5,11,6,6.8,1.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,6,6,1.2,1.92,0,0,5,5,1,1.6,0,2,7,5,3.6,1.92,2,9.105,31.73666667,22.63166667,15.44633333,7.6096,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Nb3+1 Tb3+1 O2-3,-2,3,5,3.273268354
TmAgO3,Tm,Ag,4.006,4.006,4.006,90,90,90,0,cubic,12.857,0,-1.351,-0.825,0.728,Tm1 Ag1 O3,8,69,61,28,24,8,37,87,50,72.6,17.28,87,15.9994,168.93421,152.93481,64.960122,58.7528664,15.9994,54.8,1818,1763.2,643.466,706.3992,54.8,3,16,13,12.4,4.32,16,2,6,4,3.4,1.68,2,66,190,124,106.6,48.72,66,1.25,3.44,2.19,2.7,0.888,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,13,13,2.6,4.16,0,6,15,9,8.8,3.36,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,1,1,0.2,0.32,0,1,2,1,1.6,0.48,2,9.105,29.78,20.675,14.685,6.696,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Tm3+1 Ag3+1 O2-3,-2,3,5,3.273268354
HfGeO3,Hf,Ge,3.818,3.818,3.818,90,90,90,0,cubic,11.127,0.183,-1.351,0.65,1.527,Hf1 Ge1 O3,8,72,64,25.6,21.12,8,45,87,42,77,12.8,87,15.9994,178.49,162.4906,59.82564,52.591488,15.9994,54.8,2506,2451.2,776.36,865.872,54.8,4,16,12,13.2,3.68,16,2,6,4,3.2,1.44,2,66,175,109,98.6,39.12,66,1.3,3.44,2.14,2.726,0.8568,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2.4,3.04,0,0,14,14,2.8,4.48,0,6,18,12,10,4.8,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,8,6,3.6,1.92,2,9.105,23.005,13.9,14.504,6.4788,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Hf4+1 Ge2+1 O2-3,-2,4,6,3.380617019
IrUO3,Ir,U,4.298,4.298,4.298,90,90,90,0,cubic,15.876,0.701,-1.349,3.247,1.262,Ir1 U1 O3,8,92,84,38.6,36.72,8,20,87,67,68.2,22.56,87,15.9994,238.02891,222.02951,95.648822,95.5793064,15.9994,54.8,2739,2684.2,862.28,968.976,54.8,3,16,13,12,4.8,16,2,7,5,3.8,2.16,2,66,196,130,107,49.2,66,1.38,3.44,2.06,2.78,0.792,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,14,14,3.4,4.24,0,6,23,17,9.4,5.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,11,11,2.2,3.52,0,2,20,18,5.8,5.68,2,9.105,20.025,10.92,12.31,3.846,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,64.8,64.08,12,Ir3+1 U3+1 O2-3,-2,3,5,3.273268354
MnMgO3,Mn,Mg,3.818,3.818,3.818,90,90,90,0,cubic,11.13,0.6,-1.349,-3.251,0.947,Mn1 Mg1 O3,8,25,17,12.2,5.12,8,52,87,35,76.2,12.96,87,15.9994,54.938045,38.938645,25.448249,11.7959184,15.9994,54.8,1519,1464.2,521.28,559.776,54.8,2,16,14,11.4,5.52,16,2,4,2,2.6,0.72,2,66,141,75,95.6,35.52,66,1.31,3.44,2.13,2.636,0.9648,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,7,5,5.4,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,22.89,13.785,12.13851724,4.300593103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,217,205,89.4,92.88,12,Mn4+1 Mg2+1 O2-3,-2,4,6,3.380617019
GdAuO3,Gd,Au,4.098,4.098,4.098,90,90,90,0,cubic,13.762,0,-1.348,-0.5,0.727,Gd1 Au1 O3,8,79,71,33.4,30.48,8,27,87,60,70.8,19.44,87,15.9994,196.966569,180.967169,80.4429538,77.33226456,15.9994,54.8,1586,1531.2,617.546,675.2952,54.8,3,16,13,12.4,4.32,16,2,6,4,3.6,1.92,2,66,196,130,106,48,66,1.2,3.44,2.24,2.812,0.7536,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,14,14,4.2,5.04,0,6,25,19,10.6,5.76,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,7,7,1.4,2.24,0,1,16,15,4.6,4.56,2,9.105,32.05,22.945,15.213,7.3296,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Gd3+1 Au3+1 O2-3,-2,3,5,3.273268354
TaVO3,Ta,V,3.805,3.805,3.805,90,90,90,0,cubic,11.017,0.773,-1.347,1.145,1.388,Ta1 V1 O3,8,73,65,24,19.6,8,46,87,41,71,19.2,87,15.9994,180.94788,164.94848,55.977516,49.9881456,15.9994,54.8,3290,3235.2,1127.48,1287.216,54.8,5,16,11,11.6,5.28,16,2,6,4,3.2,1.44,2,66,170,104,104.2,45.84,66,1.5,3.44,1.94,2.69,0.9,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,1.2,1.44,0,0,14,14,2.8,4.48,0,5,19,14,8.4,4.24,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,2.8,3.36,0,0,0,0,0,0,0,2,7,5,4,2.4,2,9.105,18.12,9.015,11.689,3.1008,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12,Ta3+1 V3+1 O2-3,-2,3,5,3.273268354
SnReO3,Sn,Re,5.52,5.571,8.217,90,90,90,0,orthorhombic,12.633,0,-1.345,3.771,0.34,Sn1 Re1 O3,8,75,67,29.8,26.16,8,54,87,33,79,10,87,15.9994,186.207,170.2076,70.58304,65.500368,15.9994,54.8,3459,3404.2,825.696,1053.3216,54.8,7,16,9,13.8,2.72,16,2,6,4,3.4,1.68,2,66,151,85,97.6,37.92,66,1.9,3.44,1.54,2.836,0.7248,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,3,3.6,0,0,14,14,2.8,4.48,0,6,21,15,10.6,5.52,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,33.285,24.18,15.051,7.2936,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,74.2,74.64,12,Sn2+1 Re4+1 O2-3,-2,4,6,3.380617019
TlTcO3,Tl,Tc,3.964,3.964,3.964,90,90,90,0,cubic,12.459,-0.001,-1.345,3.125,0.118,Tl1 Tc1 O3,8,81,73,29.6,25.92,8,53,87,34,78,10.8,87,15.9994,204.3833,188.3839,70.0763,64.89228,15.9994,54.8,2430,2375.2,634.28,718.288,54.8,7,16,9,13.6,2.88,16,2,6,4,3.4,1.68,2,66,147,81,98,38.4,66,1.62,3.44,1.82,2.768,0.8064,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,3,3.6,0,0,14,14,2.8,4.48,0,6,27,21,10.4,6.64,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,9.105,26.91,17.805,13.702,5.5164,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Tl+1 Tc5+1 O2-3,-2,5,7,3.683941988
CdReO3,Cd,Re,5.281,5.281,5.281,64.3,64.3,64.3,0,rhombohedral,11.399,0.008,-1.343,3.403,0.178,Cd1 Re1 O3,8,75,67,29.4,25.68,8,54,87,33,77,12,87,15.9994,186.207,170.2076,69.32324,63.988608,15.9994,54.8,3459,3404.2,843.524,1046.1904,54.8,7,16,9,13.4,3.12,16,2,6,4,3.4,1.68,2,66,151,85,98.6,39.12,66,1.69,3.44,1.75,2.782,0.7896,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,3,3.6,0,0,14,14,2.8,4.48,0,6,21,15,10.2,5.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,19.495,10.39,12.293,3.8256,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Cd2+1 Re4+1 O2-3,-2,4,6,3.380617019
TiCoO3,Ti,Co,3.597,3.597,3.597,90,90,90,0,cubic,9.305,-0.141,-1.343,0.232,1.145,Ti1 Co1 O3,8,27,19,14.6,7.92,8,43,87,44,72.4,17.52,87,15.9994,58.933195,42.933795,30.959679,17.9523348,15.9994,54.8,1941,1886.2,774.68,863.856,54.8,4,16,12,12.2,4.56,16,2,4,2,2.8,0.96,2,66,160,94,96.8,36.96,66,1.54,3.44,1.9,2.748,0.8304,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.8,2.16,0,0,0,0,0,0,0,4,9,5,6.2,1.12,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,2.2,2.64,0,0,0,0,0,0,0,2,8,6,3.4,1.84,2,9.105,16.69,7.585,10.85,2.336,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.309698747,0.495508981,0,12,194,182,84.8,87.36,12,Ti4+1 Co2+1 O2-3,-2,4,6,3.380617019
BeScO3,Be,Sc,3.981,3.981,3.981,90,90,90,0,cubic,12.616,0,-1.343,-4.176,1.747,Be1 Sc1 O3,4,21,17,9.8,4.48,8,11,87,76,67.8,23.04,87,9.012182,44.955912,35.94373,20.3932588,9.82506128,15.9994,54.8,1814,1759.2,707.68,783.456,54.8,2,16,14,10.6,6.48,16,2,4,2,2.4,0.64,2,66,170,104,92.8,32.16,66,1.36,3.44,2.08,2.65,0.948,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,2,6,4,4.6,1.68,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,0,9,9,3,2.4,2,7.89,22.235,14.345,11.488,4.2988,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,84.8,87.36,12,Be0+1 Sc0+1 O0+3,0,0,0,0
BeVO3,Be,V,3.706,3.706,3.706,90,90,90,0,cubic,10.176,0,-1.342,0.146,1.347,Be1 V1 O3,4,23,19,10.2,5.12,8,46,87,41,74.8,14.64,87,9.012182,50.9415,41.929318,21.5903764,11.74044944,15.9994,54.8,2183,2128.2,781.48,872.016,54.8,2,16,14,11,6,16,2,4,2,2.4,0.64,2,66,153,87,89.4,28.08,66,1.57,3.44,1.87,2.704,0.8832,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,6,4,5,1.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,0,7,7,2.6,1.76,2,7.89,13.01,5.12,9.643,1.3468,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Be2+1 V4+1 O2-3,-2,4,6,3.380617019
AsHoO3,As,Ho,4.261,4.261,4.261,90,90,90,0,cubic,15.474,0.016,-1.34,-5.112,1.356,As1 Ho1 O3,8,67,59,24.8,20.16,8,33,87,54,75.6,17.04,87,15.9994,164.93032,148.93092,57.570024,49.8847488,15.9994,54.8,1747,1692.2,600.28,654.576,54.8,3,16,13,13.2,4.08,16,2,6,4,3.2,1.44,2,66,192,126,101.8,42.96,66,1.23,3.44,2.21,2.746,0.8328,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,11,11,2.2,3.52,0,6,15,9,9.2,3.84,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,3,3,0.6,0.96,0,2,3,1,2.4,0.48,2,9.105,30.73333333,21.62833333,16.04466667,8.3276,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,As3+1 Ho3+1 O2-3,-2,3,5,3.273268354
TmTeO3,Tm,Te,4.226,4.226,4.226,90,90,90,0,cubic,15.098,0.003,-1.339,0.499,1.249,Tm1 Te1 O3,8,69,61,29,25.2,8,37,90,53,77.6,16.24,87,15.9994,168.93421,152.93481,68.906482,63.4884984,15.9994,54.8,1818,1763.2,541.012,583.4544,54.8,3,16,13,13.4,4.16,16,2,6,4,3.4,1.68,2,66,190,124,105.2,47.04,66,1.25,3.44,2.19,2.734,0.8472,3.44,2,2,0,2,0,2,0,4,4,3.2,1.28,4,0,10,10,2,3.2,0,0,13,13,2.6,4.16,0,6,16,10,9.8,4.56,6,0,0,0,0,0,0,0,2,2,1.6,0.64,2,0,0,0,0,0,0,0,1,1,0.2,0.32,0,1,2,1,1.8,0.32,2,9.105,34.76333333,25.65833333,18.37166667,11.12,9.105,0,0.464,0.464,0.0928,0.14848,0,0,0,0,0,0,0,12,194,182,76.4,77.28,12,Tm0+1 Te0+1 O0+3,0,0,0,0
PaRuO3,Pa,Ru,3.94,3.94,3.94,90,90,90,0,cubic,12.23,0.239,-1.338,-1.409,0.901,Pa1 Ru1 O3,8,91,83,31.8,28.56,8,18,87,69,67,24,87,15.9994,231.03586,215.03646,76.020812,72.0256944,15.9994,54.8,2607,2552.2,923.28,1042.176,54.8,3,16,13,11.8,5.04,16,2,7,5,3.6,1.92,2,66,200,134,108.8,51.36,66,1.5,3.44,1.94,2.804,0.7632,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,2,2,0.4,0.64,0,5,8,3,6.2,0.72,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,12,12,2.4,3.84,0,2,21,19,6.2,5.92,2,9.105,25.18,16.075,13.201,4.9152,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,73.8,74.16,12,Pa3+1 Ru3+1 O2-3,-2,3,5,3.273268354
MoInO3,Mo,In,5.705,5.705,5.705,59.8,59.8,59.8,0,rhombohedral,13.082,0.582,-1.338,-5.376,0.57,Mo1 In1 O3,8,49,41,23,18,8,50,87,37,77.2,11.76,87,15.9994,114.818,98.8186,51.75524,42.907008,15.9994,54.8,2896,2841.2,698.03,879.188,54.8,6,16,10,13.4,3.12,16,2,5,3,3.2,1.44,2,66,154,88,98.8,39.36,66,1.78,3.44,1.66,2.852,0.7056,3.44,1,2,1,1.8,0.32,2,0,4,4,2.6,1.68,4,0,10,10,3,3.6,0,0,0,0,0,0,0,6,13,7,7.4,2.24,6,0,1,1,0.2,0.32,0,0,5,5,2.2,1.12,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,3.4,1.68,2,9.105,24.26,15.155,13.453,5.2176,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,80.8,82.56,12,Mo3+1 In3+1 O2-3,-2,3,5,3.273268354
SiYO3,Si,Y,4.287,4.287,4.287,90,90,90,0,cubic,15.758,0.21,-1.338,-5.755,2.022,Si1 Y1 O3,8,39,31,15.4,9.44,8,12,87,75,70.2,23.28,87,15.9994,88.90585,72.90645,32.99791,22.363176,15.9994,54.8,1799,1744.2,730.08,810.336,54.8,3,16,13,13,4,16,2,5,3,2.8,0.96,2,66,190,124,99.8,40.56,66,1.22,3.44,2.22,2.688,0.9024,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,6,3,5,1.2,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,3.8,2.16,2,9.105,32.365,23.26,16.024,8.3028,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,91.4,95.28,12,Si0+1 Y0+1 O0+3,0,0,0,0
RuAlO3,Ru,Al,3.673,3.673,3.673,90,90,90,0,cubic,9.913,0.966,-1.337,-0.789,0.865,Ru1 Al1 O3,8,44,36,16.2,11.12,8,56,87,31,78,10.8,87,15.9994,101.07,85.0706,35.20994772,26.34402091,15.9994,54.8,2607,2552.2,740.974,823.4088,54.8,8,16,8,13.8,2.64,16,2,5,3,2.8,0.96,2,66,146,80,93,32.4,66,1.61,3.44,1.83,2.826,0.7368,3.44,1,2,1,1.8,0.32,2,0,4,4,2.6,1.68,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,3,8,5,5.8,1.12,6,0,1,1,0.2,0.32,0,0,5,5,2.2,1.12,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,16.48,7.375,11.461,2.8272,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ru3+1 Al3+1 O2-3,-2,3,5,3.273268354
GePrO3,Ge,Pr,4.454,4.454,4.454,90,90,90,0,cubic,17.667,0.2,-1.336,-4.047,1.302,Ge1 Pr1 O3,8,59,51,23,18,8,17,87,70,71.4,21.76,87,15.9994,140.90765,124.90825,52.30917,43.571724,15.9994,54.8,1211.4,1156.6,515.96,553.392,54.8,3,16,13,13,4,16,2,6,4,3.2,1.44,2,66,203,137,104.2,45.84,66,1.13,3.44,2.31,2.692,0.8976,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2,3.2,0,0,3,3,0.6,0.96,0,5,14,9,7.4,2.64,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,11,11,2.2,3.52,0,2,11,9,4.2,2.72,2,9.105,35.675,26.57,17.199,9.7128,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ge3+1 Pr3+1 O2-3,-2,3,5,3.273268354
CuLuO3,Cu,Lu,4.219,4.219,4.219,90,90,90,0,cubic,15.015,-0.005,-1.336,-3.845,0.991,Cu1 Lu1 O3,8,71,63,24.8,20.16,8,41,87,46,73.2,16.56,87,15.9994,174.9668,158.9674,57.3022,49.56336,15.9994,54.8,1936,1881.2,691.634,764.2008,54.8,3,16,13,12.4,4.32,16,2,6,4,3.2,1.44,2,66,187,121,103.4,44.88,66,1.27,3.44,2.17,2.698,0.8904,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,14,14,2.8,4.48,0,6,17,11,9.2,3.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,28.865,19.76,13.45,6.166,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,225,213,91,94.8,12,Cu3+1 Lu3+1 O2-3,-2,3,5,3.273268354
ZnCrO3,Zn,Cr,3.733,3.733,3.733,90,90,90,0,cubic,10.405,0.398,-1.335,-0.105,0.618,Zn1 Cr1 O3,8,30,22,15.6,9.12,8,49,87,38,75.8,13.44,87,15.9994,65.38,49.3806,33.07486,20.490552,15.9994,54.8,2180,2125.2,607.416,663.1392,54.8,6,16,10,13.2,3.36,16,2,4,2,2.8,0.96,2,66,139,73,91.8,30.96,66,1.65,3.44,1.79,2.726,0.8568,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,3,3.6,0,0,0,0,0,0,0,6,12,6,7.2,1.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,9.105,13.96,4.855,10.493,1.6656,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Zn2+1 Cr4+1 O2-3,-2,4,6,3.380617019
FeDyO3,Fe,Dy,4.263,4.263,4.263,90,90,90,0,cubic,15.497,1.001,-1.335,-5.519,1.448,Fe1 Dy1 O3,8,66,58,23.2,18.24,8,31,87,56,69.4,21.12,87,15.9994,162.5,146.5006,53.26864,44.723088,15.9994,54.8,1811,1756.2,732.08,812.736,54.8,3,16,13,11.8,5.04,16,2,6,4,3.2,1.44,2,66,192,126,104.4,46.08,66,1.22,3.44,2.22,2.674,0.9192,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.2,1.92,0,0,10,10,2,3.2,0,6,12,6,7.6,1.92,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,4,4,0.8,1.28,0,2,4,2,2.8,0.96,2,9.105,31.24,22.135,13.857,6.9532,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,91.8,95.76,12,Fe3+1 Dy3+1 O2-3,-2,3,5,3.273268354
