formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
AcFeO3,Ac,Fe,orthorhombic,-2.731,-0.116,1.0,12.687,0.906,5.63,5.655,7.97,90.0,90.0,90.0,4.135,Ac1 Fe1 O3,8.0,89.0,81.0,27.8,24.48,8.0,14.0,87.0,73.0,66.0,25.2,87.0,15.9994,227.0,211.0006,66.16864,64.332544,15.9994,54.8,1811.0,1756.2,659.68,725.856,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,215.0,149.0,109.0,51.6,66.0,1.1,3.44,2.34,2.65,0.948,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,6.0,6.0,1.4,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.8,1.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,2.6,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.8,2.16,2.0,9.105,44.5125,35.4075,16.5115,11.2004,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,98.0,103.2,12.0,Ac3+1 Fe3+1 O2-3,-2.0,3.0,5.0,3.273268354
NdUO3,Nd,U,cubic,-2.731,0.798,0.551,17.191,0.0,4.413,4.413,4.413,90.0,90.0,90.0,2.91,Nd1 U1 O3,8.0,92.0,84.0,35.2,32.64,8.0,19.0,87.0,68.0,60.0,32.4,87.0,15.9994,238.02891,222.02951,86.053822,84.0653064,15.9994,54.8,1408.0,1353.2,573.28,622.176,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,201.0,135.0,119.0,63.6,66.0,1.14,3.44,2.3,2.568,1.0464,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.68,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,11.0,11.0,4.2,5.04,0.0,2.0,20.0,18.0,7.2,6.24,2.0,9.105,34.81,25.705,16.43,8.79,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.6,55.92,12.0,Nd3+1 U3+1 O2-3,-2.0,3.0,5.0,3.273268354
LuYO3,Lu,Y,cubic,-2.729,1.156,0.0,15.313,0.868,4.246,4.246,4.246,90.0,90.0,90.0,-0.404,Lu1 Y1 O3,8.0,71.0,63.0,26.8,22.56,8.0,12.0,87.0,75.0,62.8,29.04,87.0,15.9994,174.9668,158.9674,62.37417,55.649724,15.9994,54.8,1936.0,1881.2,779.88,870.096,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,190.0,124.0,115.0,58.8,66.0,1.22,3.44,2.22,2.562,1.0536,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,14.0,14.0,2.8,4.48,0.0,3.0,17.0,14.0,7.6,3.76,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.8,3.36,2.0,9.105,32.365,23.26,17.709,10.3248,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Lu3+1 Y3+1 O2-3,-2.0,3.0,5.0,3.273268354
ErGdO3,Er,Gd,cubic,-2.729,1.116,0.0,16.005,0.817,4.309,4.309,4.309,90.0,90.0,90.0,-0.434,Er1 Gd1 O3,8.0,68.0,60.0,31.2,27.84,8.0,27.0,87.0,60.0,64.6,26.88,87.0,15.9994,167.259,151.2596,74.50144,70.202448,15.9994,54.8,1770.0,1715.2,704.08,779.136,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,196.0,130.0,116.6,60.72,66.0,1.2,3.44,2.24,2.552,1.0656,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,12.0,12.0,3.8,4.56,0.0,6.0,14.0,8.0,8.4,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.8,2.16,0.0,2.0,16.0,14.0,4.8,4.48,2.0,9.105,32.05,22.945,17.99,10.662,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Er3+1 Gd3+1 O2-3,-2.0,3.0,5.0,3.273268354
GaPrO3,Ga,Pr,rhombohedral,-2.728,0.147,0.0,15.29,3.177,6.299,6.299,6.299,54.2,54.2,54.2,-4.886,Ga1 Pr1 O3,8.0,59.0,51.0,22.8,17.76,8.0,17.0,87.0,70.0,70.4,21.36,87.0,15.9994,140.90765,124.90825,51.72577,42.871644,15.9994,54.8,1204.0,1149.2,334.262,347.8952,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,203.0,137.0,104.6,46.32,66.0,1.13,3.44,2.31,2.652,0.9456,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.68,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,3.0,3.0,0.6,0.96,0.0,5.0,13.0,8.0,7.2,2.32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,3.52,0.0,2.0,11.0,9.0,4.4,2.88,2.0,9.105,35.675,26.57,16.3695,8.7174,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.8,56.16,12.0,Ga3+1 Pr3+1 O2-3,-2.0,3.0,5.0,3.273268354
PmFeO3,Pm,Fe,orthorhombic,-2.727,-0.063,1.0,11.787,1.119,5.405,5.639,7.735,90.0,90.0,90.0,3.7,Pm1 Fe1 O3,8.0,61.0,53.0,22.2,17.04,8.0,21.0,87.0,66.0,67.4,23.52,87.0,15.9994,145.0,129.0006,49.76864,40.523088,15.9994,54.8,1811.0,1756.2,669.68,737.856,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,199.0,133.0,105.8,47.76,66.0,1.155,3.44,2.285,2.661,0.9348,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,5.0,5.0,1.0,1.6,0.0,6.0,8.0,2.0,6.6,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,9.0,9.0,1.8,2.88,0.0,2.0,9.0,7.0,3.8,2.16,2.0,9.105,33.8425,24.7375,14.3775,7.786,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Pm3+1 Fe3+1 O2-3,-2.0,3.0,5.0,3.273268354
RbHfO3,Rb,Hf,cubic,-2.727,0.057,0.2,14.655,0.0,4.185,4.185,4.185,90.0,90.0,90.0,0.35,Rb1 Hf1 O3,8.0,72.0,64.0,26.6,22.32,8.0,4.0,87.0,83.0,62.0,30.0,87.0,15.9994,178.49,162.4906,62.3912,55.67016,15.9994,54.8,2506.0,2451.2,596.572,763.7712,54.8,1.0,16.0,15.0,10.6,6.48,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,220.0,154.0,118.6,63.12,66.0,0.82,3.44,2.62,2.488,1.1424,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,14.0,14.0,2.8,4.48,0.0,1.0,18.0,17.0,7.4,4.24,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.0,2.0,2.0,9.105,90.7225,81.6175,28.0475,25.07,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Rb0+1 Hf0+1 O0+3,0.0,0.0,0.0,0.0
YTbO3,Y,Tb,cubic,-2.726,0.958,0.0,15.798,1.658,4.291,4.291,4.291,90.0,90.0,90.0,0.631,Y1 Tb1 O3,8.0,65.0,57.0,25.6,21.12,8.0,12.0,87.0,75.0,60.4,31.92,87.0,15.9994,158.92535,142.92595,59.16588,51.799776,15.9994,54.8,1799.0,1744.2,718.48,796.416,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,194.0,128.0,116.4,60.48,66.0,1.21,3.44,2.23,2.55,1.068,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,9.0,9.0,1.8,2.88,0.0,3.0,11.0,8.0,6.4,1.84,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,32.365,23.26,18.28333333,11.014,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Y3+1 Tb3+1 O2-3,-2.0,3.0,5.0,3.273268354
HfBeO3,Hf,Be,cubic,-2.726,0.764,0.0,7.939,1.19,3.411,3.411,3.411,90.0,90.0,90.0,4.212,Hf1 Be1 O3,4.0,72.0,68.0,20.0,20.8,8.0,45.0,87.0,42.0,74.6,14.88,87.0,9.012182,178.49,169.477818,47.1000764,52.55596944,15.9994,54.8,2506.0,2451.2,846.08,949.536,54.8,2.0,16.0,14.0,10.8,6.24,16.0,2.0,6.0,4.0,2.8,1.28,2.0,66.0,175.0,109.0,93.8,33.36,66.0,1.3,3.44,2.14,2.638,0.9624,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,14.0,14.0,2.8,4.48,0.0,2.0,18.0,16.0,7.6,4.16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.8,2.08,2.0,7.89,22.2,14.31,11.481,4.2876,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Hf4+1 Be2+1 O2-3,-2.0,4.0,6.0,3.380617019
CeLaO3,Ce,La,cubic,-2.726,0.89,0.0,18.764,0.482,4.544,4.544,4.544,90.0,90.0,90.0,2.756,Ce1 La1 O3,8.0,58.0,50.0,27.8,23.76,8.0,13.0,87.0,74.0,57.8,35.04,87.0,15.9994,140.116,124.1166,65.403934,59.2854408,15.9994,54.8,1193.0,1138.2,485.68,517.056,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,207.0,141.0,121.8,66.96,66.0,1.1,3.44,2.34,2.508,1.1184,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,1.0,1.0,0.2,0.32,0.0,3.0,6.0,3.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,13.0,13.0,2.6,4.16,0.0,2.0,22.0,20.0,7.4,6.48,2.0,9.105,37.24,28.135,20.2905,13.4226,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Ce3+1 La3+1 O2-3,-2.0,3.0,5.0,3.273268354
PmBaO3,Pm,Ba,orthorhombic,-2.725,0.291,0.113,19.352,0.0,6.055,6.094,10.489,90.0,90.0,90.0,-5.83,Pm1 Ba1 O3,8.0,61.0,53.0,28.2,24.24,8.0,9.0,87.0,78.0,58.2,34.56,87.0,15.9994,145.0,129.0006,66.06504,60.078768,15.9994,54.8,1373.0,1318.2,507.48,543.216,54.8,2.0,16.0,14.0,10.6,6.48,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,215.0,149.0,122.4,67.68,66.0,0.89,3.44,2.55,2.473,1.1604,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,7.0,5.0,5.4,1.36,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,9.0,9.0,3.0,2.4,2.0,9.105,63.59,54.485,24.9495,19.0134,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Pm0+1 Ba0+1 O0+3,0.0,0.0,0.0,0.0
PmBeO3,Pm,Be,cubic,-2.724,0.301,0.2,9.372,0.0,3.605,3.605,3.605,90.0,90.0,90.0,-0.532,Pm1 Be1 O3,4.0,61.0,57.0,17.8,17.28,8.0,21.0,87.0,66.0,69.8,20.64,87.0,9.012182,145.0,135.987818,40.4020764,41.83916944,15.9994,54.8,1560.0,1505.2,619.48,677.616,54.8,2.0,16.0,14.0,10.6,6.48,16.0,2.0,6.0,4.0,2.8,1.28,2.0,66.0,199.0,133.0,98.6,40.16,66.0,1.155,3.44,2.285,2.609,0.9972,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,7.0,5.0,5.4,1.36,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,9.0,9.0,3.0,2.4,2.0,7.89,33.8425,25.9525,13.8095,8.0132,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Pm0+1 Be0+1 O0+3,0.0,0.0,0.0,0.0
CrTbO3,Cr,Tb,orthorhombic,-2.724,0.34,0.6,12.563,1.461,5.492,5.623,8.135,90.0,90.0,90.0,-4.733,Cr1 Tb1 O3,8.0,65.0,57.0,22.6,17.52,8.0,29.0,87.0,58.0,67.8,23.04,87.0,15.9994,158.92535,142.92595,51.78393,42.941436,15.9994,54.8,2180.0,2125.2,794.68,887.856,54.8,3.0,16.0,13.0,11.4,5.52,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,194.0,128.0,106.2,48.24,66.0,1.21,3.44,2.23,2.638,0.9624,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,9.0,9.0,1.8,2.88,0.0,6.0,11.0,5.0,7.0,1.6,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,6.0,4.0,3.4,1.68,2.0,9.105,31.73666667,22.63166667,14.04833333,7.075333333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Cr3+1 Tb3+1 O2-3,-2.0,3.0,5.0,3.273268354
VSrO3,V,Sr,orthorhombic,-2.723,0.158,0.2,14.899,1.523,5.532,5.639,9.553,90.0,90.0,90.0,-9.981,V1 Sr1 O3,8.0,38.0,30.0,17.0,10.8,8.0,8.0,87.0,79.0,63.0,28.8,87.0,15.9994,87.62,71.6206,37.31194,25.575048,15.9994,54.8,2183.0,2128.2,679.48,749.616,54.8,2.0,16.0,14.0,11.0,6.0,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,195.0,129.0,109.2,51.84,66.0,0.95,3.44,2.49,2.58,1.032,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,7.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.6,1.76,2.0,9.105,54.23,45.125,18.911,14.1276,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,V4+1 Sr2+1 O2-3,-2.0,4.0,6.0,3.380617019
PmNpO3,Pm,Np,cubic,-2.723,0.856,0.793,17.295,0.0,4.422,4.422,4.422,90.0,90.0,90.0,3.499,Pm1 Np1 O3,8.0,93.0,85.0,35.6,33.12,8.0,21.0,87.0,66.0,60.8,31.44,87.0,15.9994,237.0,221.0006,85.99964,84.000288,15.9994,54.8,1373.0,1318.2,490.88,523.296,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,199.0,133.0,117.4,61.68,66.0,1.155,3.44,2.285,2.567,1.0476,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,1.8,2.16,0.0,6.0,7.0,1.0,6.4,0.48,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,10.0,10.0,3.8,4.56,0.0,2.0,19.0,17.0,6.8,5.76,2.0,9.105,33.8425,24.7375,15.92225,8.1807,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.4,55.68,12.0,Pm3+1 Np3+1 O2-3,-2.0,3.0,5.0,3.273268354
NdInO3,Nd,In,orthorhombic,-2.72,0.013,0.0,13.73,2.935,5.643,5.947,8.183,90.0,90.0,90.0,3.394,Nd1 In1 O3,8.0,60.0,52.0,26.6,22.32,8.0,19.0,87.0,68.0,71.0,20.8,87.0,15.9994,144.242,128.2426,61.41164,54.494688,15.9994,54.8,1294.0,1239.2,377.63,387.396,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,201.0,135.0,108.2,50.64,66.0,1.14,3.44,2.3,2.648,0.9504,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.68,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,13.0,7.0,7.4,2.24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,4.2,2.64,2.0,9.105,34.81,25.705,17.277,9.8064,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,73.8,74.16,12.0,Nd3+1 In3+1 O2-3,-2.0,3.0,5.0,3.273268354
PaSrO3,Pa,Sr,tetragonal,-2.718,0.463,0.2,17.429,0.678,3.796,3.796,6.049,90.0,90.0,90.0,-8.015,Pa1 Sr1 O3,8.0,91.0,83.0,30.6,27.12,8.0,8.0,87.0,79.0,57.4,35.52,87.0,15.9994,231.03586,215.03646,73.330812,68.7976944,15.9994,54.8,1845.0,1790.2,611.88,668.496,54.8,2.0,16.0,14.0,10.6,6.48,16.0,2.0,7.0,5.0,3.6,1.92,2.0,66.0,200.0,134.0,118.6,63.12,66.0,0.95,3.44,2.49,2.554,1.0632,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,0.4,0.64,0.0,2.0,6.0,4.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,12.0,12.0,2.4,3.84,0.0,0.0,21.0,21.0,5.4,6.24,2.0,9.105,54.23,45.125,21.345,14.688,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,80.0,81.6,12.0,Pa4+1 Sr2+1 O2-3,-2.0,4.0,6.0,3.380617019
DyTbO3,Dy,Tb,cubic,-2.717,0.988,0.0,15.738,1.366,4.285,4.285,4.285,90.0,90.0,90.0,0.427,Dy1 Tb1 O3,8.0,66.0,58.0,31.0,27.6,8.0,29.0,87.0,58.0,64.2,27.36,87.0,15.9994,162.5,146.5006,73.88471,69.462372,15.9994,54.8,1685.0,1630.2,695.68,769.056,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,194.0,128.0,116.8,60.96,66.0,1.21,3.44,2.23,2.55,1.068,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.8,4.56,0.0,6.0,12.0,6.0,8.2,2.64,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8,2.16,0.0,2.0,5.0,3.0,3.0,1.2,2.0,9.105,31.73666667,22.63166667,18.05833333,10.744,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Dy3+1 Tb3+1 O2-3,-2.0,3.0,5.0,3.273268354
