formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
SmAgO3,Sm,Ag,orthorhombic,-1.924,0.039,0.0,13.064,0.0,5.524,6.009,7.871,90.0,90.0,90.0,-0.168,Sm1 Ag1 O3,8.0,62.0,54.0,26.6,22.32,8.0,23.0,87.0,64.0,69.8,20.64,87.0,15.9994,150.36,134.3606,61.24528,54.295056,15.9994,54.8,1345.0,1290.2,548.866,592.8792,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,198.0,132.0,108.2,50.64,66.0,1.17,3.44,2.27,2.684,0.9072,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,6.0,6.0,1.2,1.92,0.0,6.0,11.0,5.0,7.4,1.68,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,1.0,8.0,7.0,3.0,2.0,2.0,9.105,33.23,24.125,15.375,7.524,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,85.4,88.08,12.0,Sm3+1 Ag3+1 O2-3,-2.0,3.0,5.0,3.273268354
MgMoO3,Mg,Mo,cubic,-1.924,0.597,0.001,11.972,0.0,3.912,3.912,3.912,90.0,90.0,90.0,3.429,Mg1 Mo1 O3,8.0,42.0,34.0,15.6,10.56,8.0,50.0,87.0,37.0,75.8,13.44,87.0,15.9994,95.96,79.9606,33.65264,24.922944,15.9994,54.8,2896.0,2841.2,796.68,890.256,54.8,2.0,16.0,14.0,11.2,5.76,16.0,2.0,5.0,3.0,2.8,0.96,2.0,66.0,154.0,88.0,98.6,39.12,66.0,1.31,3.44,2.13,2.758,0.8184,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.2,1.28,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.4,1.44,2.0,9.105,22.89,13.785,13.179,4.8888,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Mg2+1 Mo4+1 O2-3,-2.0,4.0,6.0,3.380617019
PrKO3,Pr,K,orthorhombic,-1.922,0.447,0.4,19.251,0.0,6.21,6.319,9.813,90.0,90.0,90.0,-3.324,Pr1 K1 O3,8.0,59.0,51.0,20.4,15.44,8.0,3.0,87.0,84.0,56.2,36.96,87.0,15.9994,140.90765,124.90825,45.60083,38.122728,15.9994,54.8,1204.0,1149.2,340.986,345.2056,54.8,1.0,16.0,15.0,10.4,6.72,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,203.0,137.0,120.8,65.76,66.0,0.82,3.44,2.62,2.454,1.1832,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6,0.96,0.0,1.0,6.0,5.0,4.8,1.52,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,3.52,0.0,1.0,11.0,10.0,3.6,2.96,2.0,9.105,73.10666667,64.00166667,27.21933333,21.7372,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Pr0+1 K0+1 O0+3,0.0,0.0,0.0,0.0
CuThO3,Cu,Th,cubic,-1.922,0.943,-0.029,17.768,0.0,4.462,4.462,4.462,90.0,90.0,90.0,-1.294,Cu1 Th1 O3,8.0,90.0,82.0,28.6,24.72,8.0,16.0,87.0,71.0,68.2,22.56,87.0,15.9994,232.03806,216.03866,68.716452,65.3286432,15.9994,54.8,2023.0,1968.2,709.034,785.0808,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,206.0,140.0,107.2,49.44,66.0,1.3,3.44,2.14,2.704,0.8832,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.6,1.76,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.0,2.0,2.0,9.105,32.37,23.265,14.151,7.2876,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24,12.0,Cu2+1 Th4+1 O2-3,-2.0,4.0,6.0,3.380617019
ZrBO3,Zr,B,cubic,-1.921,1.162,0.0,7.996,0.0,3.419,3.419,3.419,90.0,90.0,90.0,4.306,Zr1 B1 O3,5.0,40.0,35.0,13.8,10.48,8.0,44.0,87.0,43.0,75.4,13.92,87.0,10.811,91.224,80.413,30.00664,24.486944,15.9994,54.8,2348.0,2293.2,928.08,1047.936,54.8,4.0,16.0,12.0,13.0,3.6,16.0,2.0,5.0,3.0,2.6,0.96,2.0,66.0,175.0,109.0,91.4,33.44,66.0,1.33,3.44,2.11,2.738,0.8424,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.68,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.8,2.16,2.0,7.1725,23.195,16.0225,11.5365,4.6634,9.105,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64,12.0,Zr3+1 B3+1 O2-3,-2.0,3.0,5.0,3.273268354
LiReO3,Li,Re,rhombohedral,-1.921,0.067,0.003,10.067,0.0,5.309,5.309,5.309,57.9,57.9,57.9,3.622,Li1 Re1 O3,3.0,75.0,72.0,20.4,21.84,8.0,1.0,87.0,86.0,63.2,28.56,87.0,6.941,186.207,179.266,48.22924,55.191104,15.9994,54.8,3459.0,3404.2,815.418,1057.4328,54.8,1.0,16.0,15.0,11.2,5.76,16.0,2.0,6.0,4.0,2.8,1.28,2.0,66.0,151.0,85.0,95.4,35.28,66.0,0.98,3.44,2.46,2.64,0.96,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,14.0,14.0,2.8,4.48,0.0,1.0,21.0,20.0,8.0,5.2,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.4,1.04,2.0,9.105,16.59333333,7.488333333,11.71266667,3.1292,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Li+1 Re5+1 O2-3,-2.0,5.0,7.0,3.683941988
PmAgO3,Pm,Ag,orthorhombic,-1.92,0.031,0.0,13.176,0.0,5.547,6.017,7.895,90.0,90.0,90.0,-0.098,Pm1 Ag1 O3,8.0,61.0,53.0,26.4,22.08,8.0,21.0,87.0,66.0,69.4,21.12,87.0,15.9994,145.0,129.0006,60.17328,53.008656,15.9994,54.8,1373.0,1318.2,554.466,599.5992,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,199.0,133.0,108.4,50.88,66.0,1.155,3.44,2.285,2.681,0.9108,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,5.0,5.0,1.0,1.6,0.0,6.0,11.0,5.0,7.2,1.52,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,2.88,0.0,1.0,9.0,8.0,3.2,2.32,2.0,9.105,33.8425,24.7375,15.4975,7.671,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Pm3+1 Ag3+1 O2-3,-2.0,3.0,5.0,3.273268354
PbSmO3,Pb,Sm,cubic,-1.919,0.548,-0.008,17.381,0.0,4.429,4.429,4.429,90.0,90.0,90.0,-1.183,Pb1 Sm1 O3,8.0,82.0,74.0,33.6,30.72,8.0,23.0,87.0,64.0,73.0,20.0,87.0,15.9994,207.2,191.2006,81.11164,78.134688,15.9994,54.8,1345.0,1290.2,422.002,440.6424,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,198.0,132.0,108.4,50.88,66.0,1.17,3.44,2.27,2.764,0.8112,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,4.0,4.8,0.0,6.0,28.0,22.0,10.8,6.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,3.6,1.92,2.0,9.105,33.23,24.125,17.731,10.3512,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,85.4,88.08,12.0,Pb4+1 Sm2+1 O2-3,-2.0,4.0,6.0,3.380617019
NbGaO3,Nb,Ga,orthorhombic,-1.916,0.429,0.4,10.56,0.0,5.317,5.486,7.241,90.0,90.0,90.0,-0.13,Nb1 Ga1 O3,8.0,41.0,33.0,19.2,13.44,8.0,47.0,87.0,40.0,76.4,12.72,87.0,15.9994,92.90638,76.90698,42.125516,31.3513392,15.9994,54.8,2750.0,2695.2,643.462,842.6152,54.8,5.0,16.0,11.0,13.2,3.36,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,164.0,98.0,96.8,36.96,66.0,1.6,3.44,1.84,2.746,0.8328,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.6,1.68,4.0,0.0,10.0,10.0,2.8,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,7.2,2.32,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6,1.92,2.0,9.105,18.8575,9.7525,12.8705,4.5186,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,65.8,65.28,12.0,Nb3+1 Ga3+1 O2-3,-2.0,3.0,5.0,3.273268354
SbTmO3,Sb,Tm,cubic,-1.915,0.841,0.0,15.13,0.0,4.229,4.229,4.229,90.0,90.0,90.0,-2.008,Sb1 Tm1 O3,8.0,69.0,61.0,28.8,24.96,8.0,37.0,87.0,50.0,76.6,15.84,87.0,15.9994,168.93421,152.93481,67.738482,62.0868984,15.9994,54.8,1818.0,1763.2,577.236,626.9232,54.8,3.0,16.0,13.0,13.2,4.08,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,190.0,124.0,105.4,47.28,66.0,1.25,3.44,2.19,2.724,0.8592,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,13.0,13.0,2.6,4.16,0.0,6.0,15.0,9.0,9.6,4.32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,3.0,2.0,2.0,0.4,2.0,9.105,31.56,22.455,17.731,10.3512,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64,12.0,Sb3+1 Tm3+1 O2-3,-2.0,3.0,5.0,3.273268354
PuSbO3,Pu,Sb,cubic,-1.915,0.692,1.151,14.979,0.0,4.215,4.215,4.215,90.0,90.0,90.0,0.475,Pu1 Sb1 O3,8.0,94.0,86.0,33.8,30.96,8.0,24.0,87.0,63.0,74.0,20.0,87.0,15.9994,244.0,228.0006,82.75164,80.102688,15.9994,54.8,913.0,858.2,396.236,409.7232,54.8,3.0,16.0,13.0,13.2,4.08,16.0,2.0,7.0,5.0,3.6,1.92,2.0,66.0,187.0,121.0,104.8,46.56,66.0,1.28,3.44,2.16,2.73,0.852,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,6.0,6.0,1.2,1.92,0.0,6.0,15.0,9.0,8.2,2.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,3.4,1.84,2.0,9.105,31.56,22.455,15.391,7.5432,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318003638,0.318003638,0.063600728,0.101761164,0.0,11.0,166.0,155.0,42.6,49.36,12.0,Pu3+1 Sb3+1 O2-3,-2.0,3.0,5.0,3.273268354
AgTiO3,Ag,Ti,orthorhombic,-1.915,0.137,0.006,11.01,0.0,5.41,5.418,7.512,90.0,90.0,90.0,-0.16,Ag1 Ti1 O3,8.0,47.0,39.0,18.6,12.72,8.0,43.0,87.0,44.0,73.8,15.84,87.0,15.9994,107.8682,91.8688,40.74668,29.696736,15.9994,54.8,1941.0,1886.2,668.066,735.9192,54.8,4.0,16.0,12.0,12.6,4.08,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,160.0,94.0,100.6,41.52,66.0,1.54,3.44,1.9,2.758,0.8184,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.6,1.76,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.0,2.0,2.0,9.105,16.69,7.585,12.067,3.5544,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25e-05,2.25e-05,4.51e-06,7.21e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Ag2+1 Ti4+1 O2-3,-2.0,4.0,6.0,3.380617019
RuCeO3,Ru,Ce,orthorhombic,-1.915,0.415,0.002,14.222,0.0,5.797,5.9,8.318,90.0,90.0,90.0,-7.543,Ru1 Ce1 O3,8.0,58.0,50.0,25.2,20.64,8.0,15.0,87.0,72.0,66.4,24.72,87.0,15.9994,140.116,124.1166,57.83684,50.204928,15.9994,54.8,2607.0,2552.2,768.48,856.416,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,204.0,138.0,109.6,52.32,66.0,1.12,3.44,2.32,2.728,0.8544,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,7.0,7.0,1.6,2.16,0.0,0.0,1.0,1.0,0.2,0.32,0.0,4.0,8.0,4.0,6.0,0.8,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,2.4,2.88,0.0,0.0,13.0,13.0,2.6,4.16,0.0,2.0,22.0,20.0,6.4,6.24,2.0,9.105,37.24,28.135,15.613,8.6508,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Ru3+1 Ce3+1 O2-3,-2.0,3.0,5.0,3.273268354
PaHgO3,Pa,Hg,orthorhombic,-1.915,0.26,0.2,15.677,0.68,5.699,6.204,8.868,90.0,90.0,90.0,-2.774,Pa1 Hg1 O3,8.0,91.0,83.0,39.0,37.2,8.0,18.0,87.0,69.0,70.0,20.8,87.0,15.9994,231.03586,215.03646,95.924812,95.9104944,15.9994,54.8,1845.0,1790.2,448.744,558.5024,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,200.0,134.0,106.0,48.0,66.0,1.5,3.44,1.94,2.764,0.8112,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,14.0,14.0,3.2,4.32,0.0,5.0,26.0,21.0,9.8,6.48,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,12.0,12.0,2.4,3.84,0.0,0.0,21.0,21.0,5.4,6.24,2.0,9.105,25.23758621,16.13258621,15.54651724,7.72982069,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,68.2,67.44,12.0,Pa4+1 Hg2+1 O2-3,-2.0,4.0,6.0,3.380617019
NdSbO3,Nd,Sb,cubic,-1.914,0.764,0.0,15.219,0.0,4.238,4.238,4.238,90.0,90.0,90.0,1.8,Nd1 Sb1 O3,8.0,60.0,52.0,27.0,22.8,8.0,19.0,87.0,68.0,73.0,21.6,87.0,15.9994,144.242,128.2426,62.80004,56.160768,15.9994,54.8,1294.0,1239.2,472.436,501.1632,54.8,3.0,16.0,13.0,13.2,4.08,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,201.0,135.0,107.6,49.92,66.0,1.14,3.44,2.3,2.702,0.8856,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,15.0,9.0,7.8,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,3.8,2.48,2.0,9.105,34.81,25.705,18.737,11.5584,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64,12.0,Nd3+1 Sb3+1 O2-3,-2.0,3.0,5.0,3.273268354
AcRbO3,Ac,Rb,orthorhombic,-1.914,0.444,0.0,20.923,0.599,5.98,6.089,11.491,90.0,90.0,90.0,-2.002,Ac1 Rb1 O3,8.0,89.0,81.0,30.0,26.4,8.0,4.0,87.0,83.0,55.8,37.44,87.0,15.9994,227.0,211.0006,72.0932,67.31256,15.9994,54.8,1323.0,1268.2,359.972,385.2112,54.8,1.0,16.0,15.0,10.4,6.72,16.0,2.0,7.0,5.0,3.6,1.92,2.0,66.0,220.0,154.0,126.6,72.72,66.0,0.82,3.44,2.62,2.448,1.1904,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.4,1.92,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.2,2.32,2.0,9.105,90.7225,81.6175,32.51,28.086,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,Ac0+1 Rb0+1 O0+3,0.0,0.0,0.0,0.0
SiThO3,Si,Th,cubic,-1.914,1.568,0.0,18.723,0.0,4.541,4.541,4.541,90.0,90.0,90.0,1.893,Si1 Th1 O3,8.0,90.0,82.0,25.6,25.76,8.0,16.0,87.0,71.0,71.0,22.0,87.0,15.9994,232.03806,216.03866,61.624352,68.1654832,15.9994,54.8,2023.0,1968.2,774.88,864.096,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,7.0,5.0,3.2,1.52,2.0,66.0,206.0,140.0,103.0,44.4,66.0,1.3,3.44,2.14,2.704,0.8832,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.2,0.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.6,1.92,2.0,9.105,32.37,23.265,16.025,8.304,9.105,0.0,0.773,0.773,0.1546,0.24736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,97.6,102.72,12.0,Si0+1 Th0+1 O0+3,0.0,0.0,0.0,0.0
TeZrO3,Te,Zr,cubic,-1.913,0.66,0.0,14.536,0.0,4.173,4.173,4.173,90.0,90.0,90.0,1.661,Te1 Zr1 O3,8.0,52.0,44.0,23.2,18.24,8.0,44.0,90.0,46.0,79.0,14.0,87.0,15.9994,127.6,111.6006,53.36444,44.838048,15.9994,54.8,2128.0,2073.2,603.012,657.8544,54.8,4.0,16.0,12.0,13.6,3.84,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,175.0,109.0,102.2,43.44,66.0,1.33,3.44,2.11,2.75,0.828,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.2,1.28,4.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,7.6,3.36,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,0.64,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.2,1.92,2.0,9.105,34.76333333,25.65833333,17.05466667,9.5396,9.105,0.0,0.464,0.464,0.0928,0.14848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,76.4,77.28,12.0,Te4+1 Zr2+1 O2-3,-2.0,4.0,6.0,3.380617019
